PIDN,Ca,P,pH,SOC,Sand
98R5VaPi,0.740399236228,0.326573809532,1.87751878036,-1.05095678369,1.06001578734
9DcTz2Ua,2.6293867241,-0.183509378098,2.02203721612,0.293515578417,-0.467825197625
9G7nfUrK,-0.209119582487,0.285449025287,-0.201096594141,-0.584165069063,1.21882900197
9O6GZ1HT,0.0613099576416,1.39399711834,0.912080285637,-0.798855025391,0.177123922184
9S7fCoAM,-0.706965771989,-0.436696898942,-0.288829492481,-0.599976166115,0.888402737545
9iQwmFJR,-0.248465437548,0.13834926324,-0.530632500172,-0.694227595623,0.847354690294
A3Mt6SAQ,1.16339751762,-0.784445784004,2.08636074045,-1.45353939181,0.575400127501
AJIsQIcV,-0.389019994852,0.0187983213199,-0.896923144565,-0.305859281174,1.16249800785
AMHKXMh8,1.59559113017,0.772123306323,2.34655591412,-0.723515090267,-0.837715939685
ASwA2J4E,-0.239089798648,0.401854467422,0.434146784747,-0.356855649645,0.45793193646
AaFvEoHq,-0.52502420629,0.440377693785,-0.0321650628712,-1.16252217995,0.948089989969
AiIPD6hX,-0.202489113619,0.182804477205,-0.503729767601,0.604219875911,0.0829703802098
AsIURvJS,-0.540195818514,0.765323237579,-0.3872505588,0.96162382996,-0.662168288991
AsvgbJ0C,-0.271493241399,0.218838550362,-0.954328697748,1.00499940065,-0.198646801533
AxEhbkCM,-0.354739512433,-0.946876896665,-0.410659674176,-1.01605570467,-0.265538121389
B7VPkIpx,-0.522871173469,0.277189239879,0.0671702616689,-0.548052925748,0.883941590674
BBwHqHiH,-0.238933719248,-0.0382100500038,0.243708152805,0.406526743793,-1.08165180619
BMyps8hr,-0.221915334414,-0.799394481837,-0.932652375612,-0.0906539925533,-0.991852204299
BUHS4dQw,0.140131215148,1.26379027789,0.264999639273,2.79440041898,-1.08425152865
BZB3EYWQ,-0.445854383,0.060977133811,0.138667647281,-0.516094141066,0.900178763672
C5UPCZcL,3.06441331756,0.30530973876,1.96148749833,0.869732140185,-0.639251903048
C5gIfQbJ,-0.402915052052,-0.766631140112,-1.50223101328,1.3356749507,-1.02388917514
CDRuu4Pn,-0.460783218173,-0.39340543611,-0.389578714674,-0.390068063117,1.20613805377
CQhTYkqE,0.775455888031,1.39462762561,1.67653673858,0.801574137921,-1.64855205545
CSEobMXv,-0.248525967832,-0.823870136873,-1.23711635984,0.327583945604,-0.774973983837
CYMQE4x0,0.416839468644,0.275949200754,2.01555883971,0.156563301701,1.27121267441
ChQdtl4J,-0.695791159947,-0.648425833963,-0.473288781647,-1.0697704281,0.742918983157
ChnD1nrN,-0.774083575748,-0.491146076257,-0.81779314334,-0.666817891511,-0.19406628486
CvtbbIcq,0.937947008041,-0.926644442224,1.39705911788,-0.830218265015,0.114188400753
Cxk06b77,-0.285578386406,0.14028017297,0.406365806107,-0.188063162239,0.247112068251
D3QD3ZEJ,-0.18468185956,-0.0923936333083,0.330335894759,0.450399147113,0.0114007573274
D8J5C6lA,0.572936258189,0.785585331634,1.56537554951,0.254130683694,-0.254169401327
DCeQwYfT,-0.266179339848,0.411709070025,-0.0555897174844,-0.145167046007,-1.06099019629
DDEftkx3,-0.739587556578,0.204290828141,-0.696953345496,-0.808635275486,1.37335907798
DEwCfeDW,-0.717067633781,-0.134587059425,-0.475112573284,0.253792003918,0.46613303807
DMkIV4oL,-0.458291897841,0.17167060264,-0.563451683264,-0.70065504853,0.153502787705
DnzGfbxS,-0.191132191951,-0.322330046054,-0.557763696003,0.226541884906,-0.856370775502
DoZxo6f6,-0.598462726281,-0.304075956499,-0.181840708033,-0.957860747359,0.738759848257
DvhBPGIk,-0.409842171515,-0.352054974296,-0.478083711569,-0.461739137343,-0.354528244244
Dx7GoUcT,-0.808915461502,0.262493987149,-0.479439517979,-0.452396356205,1.34563154337
E5hIjohO,0.165921535301,0.141094342597,-0.123845075359,1.28241907242,-1.06535754139
E6x4XGHt,-0.403099365602,0.407970831786,-0.545949881607,-0.447636562813,1.28941657271
EDEpAzh1,-0.556674870441,-0.495566285923,-0.583171514996,-0.528017278082,-0.906529617668
ETGudkQt,-0.302200458805,-0.0798805050098,-0.038661851424,-0.720905101833,1.06226309402
EUleKrLJ,1.8552692923,-0.342802403425,1.95720737753,-0.0416396046721,-0.398058771222
Ehw2Jz6s,-0.295296117379,-1.00373101939,-0.340850507742,-0.475473384515,-0.346377487238
EjqzC4zH,-0.446096260299,-0.19964405764,-0.370211551954,-0.767556740758,0.757591506314
EkMZO3Qj,-0.253449830025,-0.0315702086371,-0.609249420522,-0.923408761646,1.01843414835
EnoNXWvU,0.0315835368168,1.33140845317,0.810367657217,-0.912482134104,0.556505717826
Epv8ANwr,-0.288182681348,-0.358704291363,-0.297305529589,0.51564739242,-0.371618855882
Etro9j0B,-0.412209005398,0.264365011936,0.592646193899,0.20592076083,-0.430678570197
F3MIZj76,-0.285084196279,0.0500358605298,-0.705493686573,-0.196378489797,-1.20334197703
FB8tU00K,-0.484676785514,0.362572239535,-1.17334901469,0.264699321765,-0.775334762172
FLhxBGMK,0.046466850081,0.593675325646,0.974152735079,-0.15926539465,-0.815896165671
FRreR8ka,-0.622722406718,-0.718540194339,-0.85057112644,-0.393178401349,0.521621563495
FXne4oAV,0.206350417249,0.687151505933,0.757601964962,-0.831263173119,-0.484009888034
FaW764jk,-0.380645840553,0.401192081233,0.35637207558,-0.0536942976675,0.25027629869
FeAbMXly,-0.710500600615,0.0477692793654,-1.06185040397,-0.772630929192,0.411753808143
FeudaFXn,1.64720834052,1.06998230339,3.22493650822,-0.777069325463,-1.19722891993
FldUmFeM,1.84018662149,-0.381290474088,1.91802197405,-1.06792537405,0.323985126109
Fnv5tfAm,-0.683383524033,-0.316154275367,-0.607607504433,-0.314938953785,-0.792714544122
FvrAd3Or,-0.278049546575,0.381908757682,0.795847496494,-0.744016958153,0.75226899216
G48zHffi,0.231596601034,1.19907780608,1.52356020102,-0.688831531126,0.660858602315
G76zCv5N,-0.568917637725,0.240518487204,-0.242437912309,-0.407780304918,0.0824605600963
G7JGUdNf,0.0169734298734,0.620261838811,0.515478769694,0.0439947958669,-0.814613429226
GCo6MONx,0.738139375876,0.950581886319,1.43761865867,0.250228372644,-0.707466194816
GE0vbpVQ,0.00483263251287,0.374560480043,0.261440875866,-0.482621879425,1.19112846588
GN0DfOqt,-0.262339299692,0.189511647031,-0.180233673129,-0.571451631584,1.01947841669
GNsTAb1v,-0.548853657319,-0.592196462539,-0.820890806543,-0.28109538897,-1.22817529757
GPwmO21z,-0.45227566326,-0.336617573207,-0.568439739582,-0.104017669819,-0.572778629492
GQYpfLoh,0.235352803132,1.59043621036,-0.00321449574597,0.547552872069,-0.806242130171
GR9knT8n,-0.492932972327,-0.285747212063,-1.79559366706,1.17958208086,-0.462072918875
GXtFFbZy,-0.158747394057,0.628372848333,0.554109288397,-0.168484239351,-0.167784570132
GYvzvvFD,-0.78871893727,-0.276610678083,-1.03650992841,-0.629606078869,0.136432819017
GemPjTJ9,-0.530727123147,-0.124977925982,-1.54079737207,-0.780865739408,-0.898790502094
GkLYRm1K,1.65613152515,0.561122973635,2.40924511862,-0.564819168341,-1.62876650237
GmlqP8eI,-0.321352056849,-0.811754089154,-0.307181905291,-0.821192519167,-0.291673739062
GqkIrOvf,-0.530090760073,0.472068890636,-0.650878129422,0.367332265794,-1.09007200185
H0fsegPi,-0.421787174933,-0.227423925364,-0.17865378645,-0.483731856709,0.384223226586
H4dHpJjU,1.85367888175,0.0766992814248,2.22183507834,0.155438398309,-0.552599789709
H5QwJCuU,2.07908044619,1.8381431343,2.25373532637,0.419554094663,-0.174255681834
H5uwmSZ0,-0.344302692031,-0.206077352289,-0.26361312399,-0.764323670669,1.06311451137
H8MtbVoL,-0.29875848731,0.51619860198,0.37808603979,-0.191112498785,-0.147805299145
H9JrUYnp,-0.613235513073,-0.49319092352,-0.68740010053,-0.0576239380567,0.556001246288
HHYmmHVk,-0.694559033237,-0.301481552095,-0.846934159825,-0.435193039234,1.59659380803
HJ5U4uqL,-0.562108650022,-0.264242730065,-1.33413128237,-0.700292499094,-0.437632017493
HNQxYc4w,-0.211470780828,-0.29577541493,-0.307278070374,-0.619378113004,-0.142559120026
HQYhKHZ8,-0.491913866989,-0.439493262257,-0.368566294299,-0.557798066935,-0.281461359509
HSCMx0MC,-0.645619090737,0.243107170199,0.217264564415,-0.822637506789,1.20396915923
HXYuE0fx,2.18591038953,-0.171313045905,2.04195411232,-0.0679234152598,-0.584724873134
HdKcxEWr,0.261546406951,1.03958092876,0.455840001229,0.353296907422,0.691761892443
HecW1iCC,-0.679813404347,-0.536043617365,-0.68744293963,-0.661427189623,-0.913706046389
HpbKB8rv,-0.268818064346,-0.826533455138,-1.69813294957,1.61515818234,-1.04805126027
HrkoYjCg,0.00462446049749,1.0399652769,0.194175251418,1.0475566336,-1.18454514888
I5P2uquT,-0.0871859483303,0.253226344099,-0.240920021066,-0.242899381578,0.91709081765
I94qkDM7,-0.860361652179,-0.558630671588,-1.67693467649,-0.763162588675,0.46198673952
I9sQbtt8,-0.200073932245,-0.38680486313,-1.38641835041,2.09067199591,-0.823732460674
IFxgw6ZX,-0.252308493412,-0.564629168035,-0.536586848673,-0.720975702967,0.193267541003
IPPPSyoU,-0.579083616562,0.459597992396,-0.848240418961,-0.387972791772,-0.950008475979
IQOYQubU,1.50862717955,0.0355552523238,1.67681764628,-0.156947609992,-0.633267550977
IYNE2SxU,-0.785462263375,-0.0812484670108,-0.764775921972,-0.372840601673,-0.998411753431
IZRFk9kN,-0.0639472396081,0.230469880661,0.252081317244,-0.362469668502,0.479724989497
Iaq3v0t3,1.01746011318,-0.671119679738,2.04403637081,-1.17561272429,0.40199418704
IbVwu1t6,-0.341420389589,-0.681261269452,-1.26540072418,0.0853598310284,-0.283215379433
IcHKTLyo,0.0688316899531,0.644118937893,0.55312960763,0.567312284679,-1.13291762043
IpW80wVB,-0.0673979474275,-0.386700127106,-0.596932088563,0.0441244168823,-0.428678445293
Itb0PYUV,1.23055777858,0.384855245543,1.9915667381,0.773565293116,-0.932426459286
J8fpSwS0,-0.579336518351,0.546810220169,0.388483991936,-0.952585065403,1.26907010588
JE1SlbD0,0.339133287085,1.48329353821,0.880437503173,1.87717563707,-1.40080833572
JEB4McNb,0.807392577844,-0.253568302986,1.53843535663,0.012321995744,-1.42418404746
JEE4QVeQ,-0.126255540371,0.0455326898997,0.0130068034258,-0.477851169066,-0.775531494043
JJSEU2VQ,-0.829614898503,0.250122938684,-0.301701578665,-0.473218038568,0.989595224368
JSsVriP2,-0.0353434054845,0.324252596029,1.19897700849,-0.739564301833,0.329193233015
JUvQNiOK,0.038180046143,-0.431600131539,0.174435014376,-0.13776674223,0.192864453631
JZbrRtm2,0.246287808461,1.40040723721,1.03779239018,-0.801847759514,0.379110589666
JcE9G92B,0.0419511318148,0.389687120789,-0.0663032657413,0.452960750452,-0.0569389035528
JnNYpXHr,-0.0963258096479,1.69344444681,0.363872448011,1.77975957942,-0.921905428406
JzpbnOtz,-0.701346991225,0.778538398025,-0.420887591473,-0.889034837598,1.02687032647
JzzUhPQp,1.64737492471,0.858507522882,2.29901249007,-0.405119710728,-1.55212278646
K05R8dQK,0.0576720524472,0.216059553779,-0.560604204529,0.146608516418,-1.40829839924
K17pG2mG,-0.149759261796,0.497340287924,0.949741100878,-0.848277764611,0.0888139838744
K8BellUe,-0.073339190998,-0.299179809754,-0.161742936931,-0.0485166785949,-1.48916235906
KJ2eH6rr,-0.395626263408,-0.698190118013,0.12223356067,-0.486526978685,-1.39353165704
KJEJ6Glk,0.325310434319,1.17642747603,0.740208220367,1.44191872109,-1.53991822714
KSbO0oXS,0.331065836903,2.16052943914,0.50782814203,3.05386242213,-1.28316197988
KXtvmd01,-0.386744391911,0.184787955881,-0.179059045655,-0.620681619595,0.356512097127
KYiJqBuJ,0.258402105565,0.446292805146,0.950077802776,-0.965608809477,-0.60113330813
KmbAyTcE,-0.00403968256207,0.187604699407,0.442101904643,-0.457255444927,0.478421274109
KnNyl3rV,0.0787078238638,-0.189878011219,0.98633402081,-0.513595764707,0.854906415021
Kp2DG8TZ,-0.588960054523,-0.619472216981,-0.131421508365,-0.666222566161,0.783521874171
KqQtKWs5,-0.681344741166,-0.539214958433,-0.842865034069,-0.242060667886,0.0410247802905
Ku27g63R,3.40326910096,0.59038009975,2.14113862353,-0.632032690342,-0.417278177689
L2aTVqDq,-0.478796776075,-0.665418036967,-1.52402007692,1.07370328267,-0.958742589986
L5jvq6G4,-0.691480418618,-0.273813281415,-0.647879833346,-0.384728914238,0.258357771566
L91hYVQl,-0.609234942478,-0.839758947812,-0.502880066696,-0.372178810468,-0.0805562212248
LINAMlbA,-0.625691745802,-0.257294269386,-1.19968437995,0.0388949106046,0.408917430808
LJoUNXSx,-0.38826101916,-0.741253057694,-1.69223950827,0.485607837644,-0.300882020589
LLtSiyWD,-0.675184996813,0.168819993144,-0.301015304166,-0.558978821788,-0.3234254187
LQJtV8kn,-0.0268195897611,0.320123780378,1.40764825452,-0.0585130538645,-0.945816089563
LW9uddw7,-0.189999597454,-0.902072599415,-1.11781019763,0.888239241015,-1.19555533453
LZ6sdBTR,0.44685785641,1.78382904976,1.19393438253,-0.182003762947,-1.03451529873
La2Vhnne,0.0603377526847,0.726998960138,-0.0130842367226,1.72379220797,-0.481518325782
LaUWSq9B,-0.223222382016,-0.371491404648,-0.157213227574,0.0182458255499,-0.617498182128
Lk4SfkPQ,-0.508478490738,-0.25004871494,-0.547923234062,-0.363894938735,-0.593246927609
LllC836d,-0.286973428013,0.172242257836,-0.30297950918,0.729826837768,-0.11006365245
LuGiGeWN,-0.84812350029,-0.144000296957,-1.1061416244,-0.417415907085,0.784607350996
LzcyHcWa,-0.624222620952,0.316162360548,-0.401658805993,-0.539797224203,0.618661108117
M7veP0H4,-0.557579783609,-0.369780821112,-0.890968271444,-0.400696494494,0.610298163194
MB8aaJUc,-0.509442316654,0.0474509203443,-1.73884969673,0.946914642373,0.207135586648
MDpe2zuy,-0.748182034039,0.370883785176,-0.328306377712,-0.775360386224,-0.775205845418
MEzdmEIU,-0.361565584641,0.123205835635,-0.0125533420593,-0.37048492607,-0.0563142152071
MVnhtivm,-0.384249607309,-0.629064563595,-0.298923608054,-0.278508471796,-0.50746029589
MYU7WDis,-0.256075849396,0.409746876489,-0.134080041015,-0.766421444406,0.76527415771
MZFqh6yw,1.8097521329,0.643976181915,2.61255029801,-0.475908661809,0.472097175982
Mdgy4SsO,-0.0177226441312,2.43153085358,0.0729913121062,2.04238030834,-0.520931581773
Mj8awnzy,-0.447470580655,-0.462236488467,0.0779552762068,-0.3983396283,1.50793308545
MpFPbUJy,1.53929178392,0.0701065609739,1.86933747168,0.604872027945,-1.27271055916
Mqk7MFBM,-0.215099834471,0.450249223795,0.282601011186,-0.774616679853,1.321893127
Mqs2t1Eo,-0.572724736022,-0.25296599772,-0.628096512823,-0.09902486101,-1.04898908031
Mv3jFVxp,-0.138688020217,-0.248239249427,0.245525088563,0.0351463928945,-0.0186260859234
MxODTXvA,0.0636628038684,0.703696387654,0.901514013479,0.18305220947,-0.943361611032
N46PbpPM,-0.414636148942,0.56320871274,0.4434497112,-0.934045672246,0.978602135501
N5S5F9Gk,-0.91867051294,0.105921373238,-1.85539368007,-0.650710879937,0.414650038473
NLDg5fqw,0.369347185763,0.0724218559974,0.810454405587,-0.470867860121,0.752955190567
NOho2ZiM,2.01697463816,-0.0684430560514,1.77858766165,-0.0866915749848,-0.713711718774
NUuY7PFU,1.43723139152,0.616323197184,1.80870975887,0.798665064183,-1.25133829789
NV1e8AEO,-0.605618573003,0.307348037844,0.309556840427,-0.484892429512,1.19672799624
NZLXROKC,0.112976409909,0.691878689677,0.152179974882,0.766446841114,-1.09538987263
NaJo7C6o,0.371236288156,0.192838474412,1.25169144477,-0.150792470444,0.187157189172
NgsyGkrO,0.0526705622112,0.988554103077,0.88090509175,0.587918369753,-1.36737496855
NjOx4Zpo,-0.333027208874,0.189070759369,-1.16309578549,0.616762354324,-1.54561791708
NmQoI7x0,2.30261522627,-1.7545106807,2.41054187209,-0.838732881989,-0.185569691615
No4wkdLS,-0.611139417673,-0.556982041383,-1.18315517285,-0.447363459,-0.228881743083
NouMwhOf,-0.331870681269,0.673807287912,0.54770994099,-0.429401743134,-0.368534247724
O6YAWd8C,-0.190787599089,-0.201680946763,0.313991791817,0.22731104575,-1.18973234704
OAXVphSh,2.38906928636,-1.61695852371,2.20449953683,-1.11377959795,0.455247630584
OJBBhb6Q,-0.743157486649,-0.555790429025,-0.384924423929,-0.769182394736,0.950066104066
